OrderID,CustomerID,OrderDate,OrderStatus,TotalAmount
"ORD-50425","CUST-1391","2025-01-10","Shipped","7004.64"
"ORD-50426","CUST-1149","2023-06-26","Pending","23096.04"
"ORD-50427","CUST-1320","2025-09-03","Shipped","5960.27"
"ORD-50428","CUST-1610","2023-10-16","Pending","4662.76"
"ORD-50429","CUST-1045","2026-01-29","Pending","19256.12"
"ORD-50430","CUST-1283","2023-07-13","Pending","39097.18"
"ORD-50431","CUST-1497","2026-05-17","Cancelled","34100.87"
"ORD-50432","CUST-1332","2023-08-27","Cancelled","25805.54"
"ORD-50433","CUST-1083","2024-08-15","Delivered","38131.44"
"ORD-50434","CUST-1435","2023-10-12","Delivered","22906.13"
"ORD-50435","CUST-1203","2023-09-05","Processing","26984.09"
"ORD-50436","CUST-1146","2023-03-04","Pending","27104.37"
"ORD-50437","CUST-1399","2026-02-12","Shipped","20571.58"
"ORD-50438","CUST-1042","2025-01-03","Delivered","62812.25"
"ORD-50439","CUST-1717","2023-08-22","Cancelled","23795.13"
"ORD-50440","CUST-1498","2023-12-06","Pending","36733.45"
"ORD-50441","CUST-1111","2025-09-30","Delivered","32766.75"
"ORD-50442","CUST-1132","2024-11-28","Pending","8610.52"
"ORD-50443","CUST-1094","2025-12-01","Cancelled","82277.82"
"ORD-50444","CUST-1752","2023-06-08","Cancelled","38822.58"
"ORD-50445","CUST-1247","2025-12-15","Delivered","65431.21"
"ORD-50446","CUST-1783","2024-08-15","Processing","26594.97"
"ORD-50447","CUST-1383","2025-01-20","Processing","28453.18"
"ORD-50448","CUST-1714","2026-03-10","Shipped","58586.14"
"ORD-50449","CUST-1544","2025-02-07","Delivered","86179.06"
"ORD-50450","CUST-1708","2026-04-12","Processing","15095.79"
"ORD-50451","CUST-1356","2023-04-15","Shipped","27531.83"
"ORD-50452","CUST-1480","2024-07-12","Pending","11489.82"
"ORD-50453","CUST-1698","2025-08-16","Delivered","11817.26"
"ORD-50454","CUST-1657","2023-03-24","Processing","38775.12"
"ORD-50455","CUST-1737","2024-04-04","Cancelled","3592.64"
"ORD-50456","CUST-1693","2023-01-30","Pending","33615.12"
"ORD-50457","CUST-1335","2025-12-05","Processing","21360.69"
"ORD-50458","CUST-1441","2024-04-18","Delivered","22069.59"
"ORD-50459","CUST-1306","2023-05-13","Shipped","5965.66"
"ORD-50460","CUST-1499","2024-05-16","Processing","20954.95"
"ORD-50461","CUST-1446","2025-06-07","Delivered","15971.67"
"ORD-50462","CUST-1682","2023-03-23","Cancelled","26913.05"
"ORD-50463","CUST-1658","2023-05-20","Cancelled","16130.58"
"ORD-50464","CUST-1300","2026-01-14","Pending","18023.84"
"ORD-50465","CUST-1357","2025-06-20","Pending","22442.05"
"ORD-50466","CUST-1509","2023-12-05","Shipped","29870.31"
"ORD-50467","CUST-1553","2023-08-01","Cancelled","55927.38"
"ORD-50468","CUST-1665","2026-03-24","Pending","39416.79"
"ORD-50469","CUST-1544","2024-08-21","Pending","30873.5"
"ORD-50470","CUST-1644","2024-07-23","Pending","17333.57"
"ORD-50471","CUST-1349","2023-05-29","Delivered","4865.46"
"ORD-50472","CUST-1648","2024-02-01","Cancelled","3361.5"
"ORD-50473","CUST-1312","2025-06-18","Pending","59760.2"
"ORD-50474","CUST-1372","2025-06-04","Shipped","23607.58"
"ORD-50475","CUST-1704","2025-01-12","Shipped","31998.05"
"ORD-50476","CUST-1061","2025-06-07","Cancelled","26541.35"
"ORD-50477","CUST-1245","2023-05-13","Shipped","20158.62"
"ORD-50478","CUST-1096","2024-07-08","Cancelled","19440.56"
"ORD-50479","CUST-1317","2024-04-15","Delivered","59546.36"
"ORD-50480","CUST-1548","2026-01-23","Processing","39062.38"
"ORD-50481","CUST-1669","2023-04-19","Shipped","27775.73"
"ORD-50482","CUST-1061","2025-11-08","Delivered","23156.95"
"ORD-50483","CUST-1054","2023-05-26","Pending","18488.85"
"ORD-50484","CUST-1132","2024-12-20","Processing","14201.57"
"ORD-50485","CUST-1050","2025-01-12","Delivered","33020.02"
"ORD-50486","CUST-1772","2025-06-25","Pending","15095.79"
"ORD-50487","CUST-1007","2023-05-01","Shipped","3862.5"
"ORD-50488","CUST-1484","2023-02-24","Pending","64578.17"
"ORD-50489","CUST-1181","2026-02-25","Processing","54808.09"
"ORD-50490","CUST-1100","2024-10-06","Processing","11739.86"
"ORD-50491","CUST-1299","2026-01-03","Processing","34953.97"
"ORD-50492","CUST-1613","2024-01-07","Pending","54252.93"
"ORD-50493","CUST-1226","2023-10-18","Cancelled","13383.6"
"ORD-50494","CUST-1127","2023-05-12","Pending","46502.21"
"ORD-50495","CUST-1585","2025-09-21","Delivered","38442.79"
"ORD-50496","CUST-1620","2023-01-11","Cancelled","46328.48"
"ORD-50497","CUST-1306","2024-06-23","Cancelled","26915.19"
"ORD-50498","CUST-1657","2024-04-19","Cancelled","13539.1"
"ORD-50499","CUST-1206","2025-11-01","Cancelled","29358.24"
"ORD-50500","CUST-1275","2023-11-25","Cancelled","38922.67"
"ORD-50501","CUST-1776","2024-01-28","Cancelled","49314.66"
"ORD-50502","CUST-1710","2023-07-17","Processing","4080.39"
"ORD-50503","CUST-1504","2025-04-29","Cancelled","47767.2"
"ORD-50504","CUST-1252","2023-03-27","Processing","10532.61"
"ORD-50505","CUST-1088","2025-12-31","Delivered","34633.48"
"ORD-50506","CUST-1665","2023-01-19","Pending","56477.02"
"ORD-50507","CUST-1701","2025-04-13","Processing","38265.76"
"ORD-50508","CUST-1499","2023-04-11","Processing","9434.88"
"ORD-50509","CUST-1159","2025-12-24","Shipped","8195.73"
"ORD-50510","CUST-1636","2023-12-26","Processing","25383.61"
"ORD-50511","CUST-1755","2025-12-09","Cancelled","1680.75"
"ORD-50512","CUST-1304","2024-11-16","Pending","4080.39"
"ORD-50513","CUST-1227","2025-04-19","Cancelled","49809.54"
"ORD-50514","CUST-1746","2024-04-12","Pending","17896.98"
"ORD-50515","CUST-1684","2023-10-20","Shipped","48740.07"
"ORD-50516","CUST-1647","2025-01-08","Shipped","42004.07"
"ORD-50517","CUST-1328","2023-08-22","Delivered","34160.71"
"ORD-50518","CUST-1735","2023-01-12","Shipped","27035.76"
"ORD-50519","CUST-1009","2024-01-17","Delivered","4606.48"
"ORD-50520","CUST-1589","2024-07-22","Shipped","5376.86"
"ORD-50521","CUST-1628","2024-08-26","Delivered","13718.53"
"ORD-50522","CUST-1753","2024-02-15","Shipped","21953.96"
"ORD-50523","CUST-1423","2024-07-19","Cancelled","2871.84"
"ORD-50524","CUST-1475","2024-03-03","Processing","37902.41"
"ORD-50525","CUST-1009","2024-05-27","Delivered","18343.46"
"ORD-50526","CUST-1548","2025-12-02","Processing","28304.64"
"ORD-50527","CUST-1578","2023-02-22","Cancelled","34689.57"
"ORD-50528","CUST-1399","2025-09-26","Cancelled","29431.2"
"ORD-50529","CUST-1033","2023-07-21","Delivered","52998.94"
"ORD-50530","CUST-1657","2025-02-03","Shipped","14826.43"
"ORD-50531","CUST-1340","2025-01-29","Cancelled","36893.25"
"ORD-50532","CUST-1088","2024-02-26","Shipped","26609.21"
"ORD-50533","CUST-1321","2026-04-04","Delivered","16359.09"
"ORD-50534","CUST-1500","2024-06-03","Pending","23105.05"
"ORD-50535","CUST-1177","2025-04-10","Pending","51449.89"
"ORD-50536","CUST-1563","2023-02-09","Delivered","16556.25"
"ORD-50537","CUST-1048","2025-06-12","Pending","17283.42"
"ORD-50538","CUST-1480","2025-07-16","Delivered","38669.32"
"ORD-50539","CUST-1318","2026-02-10","Cancelled","15695.26"
"ORD-50540","CUST-1265","2023-07-30","Delivered","61369.71"
"ORD-50541","CUST-1258","2026-01-21","Shipped","24212.09"
"ORD-50542","CUST-1442","2024-02-07","Processing","34738.61"
"ORD-50543","CUST-1284","2024-09-27","Delivered","17723.55"
"ORD-50544","CUST-1731","2025-12-15","Cancelled","55092.97"
"ORD-50545","CUST-1621","2024-09-26","Processing","11120.65"
"ORD-50546","CUST-1181","2023-07-04","Cancelled","38606.27"
"ORD-50547","CUST-1657","2023-06-18","Processing","23048.76"
"ORD-50548","CUST-1724","2023-02-08","Shipped","19005.08"
"ORD-50549","CUST-1507","2023-12-25","Shipped","21132.45"
"ORD-50550","CUST-1051","2023-08-06","Processing","10753.72"
"ORD-50551","CUST-1573","2025-12-02","Pending","24836.14"
"ORD-50552","CUST-1123","2025-08-26","Pending","45215.32"
"ORD-50553","CUST-1258","2025-12-08","Delivered","81919.63"
"ORD-50554","CUST-1375","2023-02-10","Delivered","17964.32"
"ORD-50555","CUST-1455","2025-10-15","Pending","40094.87"
"ORD-50556","CUST-1652","2026-04-27","Cancelled","42000.91"
"ORD-50557","CUST-1173","2026-01-09","Pending","3361.5"
"ORD-50558","CUST-1309","2025-02-06","Pending","45361.89"
"ORD-50559","CUST-1571","2024-04-25","Shipped","9212.96"
"ORD-50560","CUST-1307","2024-07-05","Pending","29361.75"
"ORD-50561","CUST-1419","2025-12-29","Cancelled","20082.66"
"ORD-50562","CUST-1190","2024-08-24","Pending","39690.79"
"ORD-50563","CUST-1590","2024-12-26","Delivered","13651.44"
"ORD-50564","CUST-1173","2025-12-03","Processing","41896.24"
"ORD-50565","CUST-1146","2024-01-30","Pending","13988.28"
"ORD-50566","CUST-1725","2025-08-07","Shipped","65113.44"
"ORD-50567","CUST-1236","2023-06-19","Pending","13184.69"
"ORD-50568","CUST-1031","2023-03-06","Delivered","8609.59"
"ORD-50569","CUST-1472","2023-07-29","Cancelled","4462.11"
"ORD-50570","CUST-1209","2023-02-01","Shipped","2871.84"
"ORD-50571","CUST-1642","2026-03-09","Shipped","9687.73"
"ORD-50572","CUST-1663","2026-02-16","Pending","13150.66"
"ORD-50573","CUST-1062","2024-06-02","Pending","7298.19"
"ORD-50574","CUST-1699","2024-05-25","Processing","12502.38"
"ORD-50575","CUST-1567","2025-06-23","Delivered","23263.47"
"ORD-50576","CUST-1196","2025-09-01","Shipped","19955.44"
"ORD-50577","CUST-1768","2025-01-22","Shipped","13304.75"
"ORD-50578","CUST-1476","2023-11-25","Delivered","39236.74"
"ORD-50579","CUST-1357","2023-05-04","Shipped","9265.29"
"ORD-50580","CUST-1544","2025-03-31","Shipped","14493.52"
"ORD-50581","CUST-1517","2025-06-21","Delivered","39454.58"
"ORD-50582","CUST-1242","2025-06-30","Delivered","25175"
"ORD-50583","CUST-1266","2025-09-09","Cancelled","35861.73"
"ORD-50584","CUST-1511","2024-09-19","Cancelled","28507.62"
"ORD-50585","CUST-1329","2025-09-16","Processing","9630.54"
"ORD-50586","CUST-1217","2024-05-02","Delivered","41252.55"
"ORD-50587","CUST-1120","2023-10-07","Pending","12380.08"
"ORD-50588","CUST-1538","2023-01-29","Cancelled","7021.74"
"ORD-50589","CUST-1295","2025-12-06","Delivered","26836.01"
"ORD-50590","CUST-1535","2024-10-26","Pending","55043.89"
"ORD-50591","CUST-1713","2025-07-13","Pending","65888.24"
"ORD-50592","CUST-1070","2024-04-23","Pending","16940.87"
"ORD-50593","CUST-1735","2024-12-30","Cancelled","2432.73"
"ORD-50594","CUST-1690","2024-03-30","Processing","17373.74"
"ORD-50595","CUST-1094","2026-02-25","Delivered","20936.87"
"ORD-50596","CUST-1574","2023-09-17","Processing","9971"
"ORD-50597","CUST-1246","2023-07-22","Pending","50772.66"
"ORD-50598","CUST-1736","2024-03-31","Pending","9787.25"
"ORD-50599","CUST-1469","2026-01-13","Cancelled","14305.02"
"ORD-50600","CUST-1444","2024-05-10","Delivered","16297.68"
"ORD-50601","CUST-1629","2024-07-11","Delivered","47255.39"
"ORD-50602","CUST-1458","2025-05-18","Processing","13988.28"
"ORD-50603","CUST-1688","2023-12-01","Delivered","26363.61"
"ORD-50604","CUST-1706","2026-01-11","Shipped","30538.77"
"ORD-50605","CUST-1578","2026-04-07","Pending","13148.75"
"ORD-50606","CUST-1640","2023-06-02","Processing","36052.9"
"ORD-50607","CUST-1720","2025-08-04","Processing","12034.22"
"ORD-50608","CUST-1750","2024-10-05","Delivered","24041.04"
"ORD-50609","CUST-1769","2025-08-09","Processing","18655.25"
"ORD-50610","CUST-1507","2025-09-21","Delivered","28592.49"
"ORD-50611","CUST-1185","2023-09-05","Processing","27489.26"
"ORD-50612","CUST-1035","2024-08-28","Pending","47258.73"
"ORD-50613","CUST-1410","2025-01-26","Cancelled","37387.15"
"ORD-50614","CUST-1055","2023-12-10","Pending","32109.79"
"ORD-50615","CUST-1138","2025-05-06","Shipped","19287.73"
"ORD-50616","CUST-1058","2023-05-03","Shipped","18551.24"
"ORD-50617","CUST-1275","2025-04-27","Cancelled","21836.08"
"ORD-50618","CUST-1321","2026-02-18","Pending","74320.91"
"ORD-50619","CUST-1214","2024-01-08","Processing","49277.7"
"ORD-50620","CUST-1438","2025-11-07","Shipped","17725.89"
"ORD-50621","CUST-1440","2024-03-18","Delivered","17725.89"
"ORD-50622","CUST-1320","2026-05-12","Delivered","13651.44"
"ORD-50623","CUST-1362","2025-12-01","Delivered","6176.86"
"ORD-50624","CUST-1488","2024-06-30","Pending","10974.81"
"ORD-50625","CUST-1419","2023-06-02","Cancelled","37564.22"
"ORD-50626","CUST-1040","2025-10-18","Processing","31438.88"
"ORD-50627","CUST-1018","2026-03-20","Processing","26135.05"
"ORD-50628","CUST-1673","2023-05-23","Shipped","9325.52"
"ORD-50629","CUST-1049","2023-06-19","Processing","5908.63"
"ORD-50630","CUST-1283","2024-10-09","Delivered","29581.7"
"ORD-50631","CUST-1323","2023-08-25","Cancelled","33884.48"
"ORD-50632","CUST-1149","2025-05-29","Delivered","32116.09"
"ORD-50633","CUST-1388","2025-02-23","Processing","22114.38"
"ORD-50634","CUST-1518","2025-12-13","Delivered","55525.2"
"ORD-50635","CUST-1434","2024-02-11","Pending","19030.53"
"ORD-50636","CUST-1245","2025-02-26","Shipped","15971.67"
"ORD-50637","CUST-1337","2024-11-01","Pending","37438.1"
"ORD-50638","CUST-1031","2024-09-20","Delivered","57789.26"
"ORD-50639","CUST-1411","2026-05-13","Processing","5376.86"
"ORD-50640","CUST-1503","2024-05-06","Pending","23085.47"
"ORD-50641","CUST-1507","2025-10-01","Cancelled","33704.07"
"ORD-50642","CUST-1792","2024-12-05","Cancelled","21622.59"
"ORD-50643","CUST-1003","2023-11-08","Delivered","14477.82"
"ORD-50644","CUST-1699","2024-12-12","Processing","14182.39"
"ORD-50645","CUST-1044","2025-07-25","Shipped","17725.89"
"ORD-50646","CUST-1215","2026-04-14","Pending","5743.68"
"ORD-50647","CUST-1313","2026-02-03","Cancelled","20739.63"
"ORD-50648","CUST-1601","2025-03-14","Delivered","8999.49"
"ORD-50649","CUST-1310","2025-01-30","Pending","26725.38"
"ORD-50650","CUST-1751","2023-11-25","Cancelled","12325.9"
"ORD-50651","CUST-1685","2024-10-21","Cancelled","23879.76"
"ORD-50652","CUST-1738","2024-03-19","Cancelled","45799.59"
"ORD-50653","CUST-1639","2024-09-10","Shipped","41546.04"
"ORD-50654","CUST-1725","2026-04-04","Shipped","18253.79"
"ORD-50655","CUST-1222","2024-11-09","Delivered","50646.72"
"ORD-50656","CUST-1480","2024-09-26","Delivered","7371.46"
"ORD-50657","CUST-1578","2023-12-30","Shipped","11817.26"
"ORD-50658","CUST-1260","2024-12-08","Cancelled","7371.46"
"ORD-50659","CUST-1021","2023-09-30","Delivered","24695.87"
"ORD-50660","CUST-1317","2025-07-27","Processing","9016.86"
"ORD-50661","CUST-1129","2026-04-11","Delivered","36718.24"
"ORD-50662","CUST-1380","2024-07-18","Shipped","38467.46"
"ORD-50663","CUST-1115","2025-08-27","Processing","28373.67"
"ORD-50664","CUST-1396","2026-03-24","Pending","1287.5"
"ORD-50665","CUST-1405","2023-05-09","Pending","13819.44"
"ORD-50666","CUST-1784","2025-07-05","Pending","21586.84"
"ORD-50667","CUST-1359","2023-10-11","Delivered","21958.19"
"ORD-50668","CUST-1413","2025-07-18","Shipped","33353.73"
"ORD-50669","CUST-1737","2024-04-20","Cancelled","54274.47"
"ORD-50670","CUST-1258","2023-09-09","Cancelled","32385.03"
"ORD-50671","CUST-1481","2023-06-21","Processing","34622.13"
"ORD-50672","CUST-1518","2025-03-19","Shipped","17565.06"
"ORD-50673","CUST-1341","2025-11-17","Cancelled","9325.52"
"ORD-50674","CUST-1616","2024-06-02","Delivered","13205.26"
"ORD-50675","CUST-1110","2024-07-29","Shipped","47761.38"
"ORD-50676","CUST-1794","2025-06-22","Processing","69822.4"
"ORD-50677","CUST-1713","2025-03-03","Pending","35530.76"
"ORD-50678","CUST-1672","2025-08-04","Shipped","57135.43"
"ORD-50679","CUST-1424","2025-04-29","Pending","13763.44"
"ORD-50680","CUST-1601","2026-02-22","Processing","17896.98"
"ORD-50681","CUST-1444","2024-07-11","Delivered","30464.87"
"ORD-50682","CUST-1159","2025-03-25","Shipped","13995.54"
"ORD-50683","CUST-1018","2025-05-09","Pending","33196.88"
"ORD-50684","CUST-1490","2024-09-03","Processing","30718.7"
"ORD-50685","CUST-1665","2025-02-18","Cancelled","40913.4"
"ORD-50686","CUST-1406","2024-02-02","Processing","4462.11"
"ORD-50687","CUST-1003","2023-07-09","Shipped","27879.61"
"ORD-50688","CUST-1627","2024-12-26","Cancelled","20777.13"
"ORD-50689","CUST-1255","2023-01-13","Delivered","47404.52"
"ORD-50690","CUST-1315","2023-05-20","Pending","41344"
"ORD-50691","CUST-1028","2023-05-12","Cancelled","7316.54"
"ORD-50692","CUST-1398","2024-01-04","Processing","38892.02"
"ORD-50693","CUST-1132","2024-01-05","Pending","7125.48"
"ORD-50694","CUST-1800","2025-01-14","Cancelled","21555.25"
"ORD-50695","CUST-1122","2024-04-15","Pending","6954.14"
"ORD-50696","CUST-1523","2024-03-01","Processing","28754.3"
"ORD-50697","CUST-1309","2026-02-18","Delivered","29271.83"
"ORD-50698","CUST-1601","2023-01-31","Processing","35099.61"
"ORD-50699","CUST-1144","2023-07-11","Processing","5376.86"
"ORD-50700","CUST-1450","2024-08-04","Pending","57005.98"
"ORD-50701","CUST-1300","2024-12-09","Shipped","29979.93"
"ORD-50702","CUST-1324","2024-02-03","Processing","18389.21"
"ORD-50703","CUST-1255","2023-08-08","Shipped","18352.38"
"ORD-50704","CUST-1678","2024-11-21","Shipped","15095.79"
"ORD-50705","CUST-1227","2025-11-16","Pending","21509.13"
"ORD-50706","CUST-1033","2025-03-22","Shipped","25060.21"
"ORD-50707","CUST-1447","2024-11-26","Delivered","18023.84"
"ORD-50708","CUST-1155","2025-01-04","Pending","18023.84"
"ORD-50709","CUST-1637","2024-07-09","Cancelled","65945.69"
"ORD-50710","CUST-1548","2024-06-16","Delivered","59272.64"
"ORD-50711","CUST-1756","2023-06-05","Pending","47102.02"
"ORD-50712","CUST-1711","2023-06-15","Cancelled","18009.12"
"ORD-50713","CUST-1296","2025-03-29","Pending","29361.75"
"ORD-50714","CUST-1246","2024-09-04","Processing","17896.98"
"ORD-50715","CUST-1523","2026-05-17","Delivered","37823.97"
"ORD-50716","CUST-1270","2025-11-05","Pending","42797.81"
"ORD-50717","CUST-1398","2025-04-04","Processing","16719.38"
"ORD-50718","CUST-1648","2025-09-19","Processing","4606.48"
"ORD-50719","CUST-1130","2023-11-18","Delivered","32953.84"
"ORD-50720","CUST-1378","2023-06-23","Shipped","17665.99"
"ORD-50721","CUST-1523","2025-06-22","Cancelled","9327.57"
"ORD-50722","CUST-1304","2024-03-05","Pending","22463.93"
"ORD-50723","CUST-1204","2024-04-18","Shipped","26407.1"
"ORD-50724","CUST-1788","2026-03-22","Processing","44665.75"
"ORD-50725","CUST-1594","2023-02-13","Processing","1287.5"
"ORD-50726","CUST-1324","2024-08-01","Cancelled","24970.78"
"ORD-50727","CUST-1172","2025-12-30","Shipped","34757.99"
"ORD-50728","CUST-1477","2026-05-10","Delivered","26284.47"
"ORD-50729","CUST-1308","2023-06-26","Processing","28007.45"
"ORD-50730","CUST-1183","2026-05-01","Pending","48087.47"
"ORD-50731","CUST-1458","2025-09-14","Cancelled","15830.46"
"ORD-50732","CUST-1459","2023-05-05","Cancelled","24534.47"
"ORD-50733","CUST-1411","2024-04-28","Processing","9787.25"
"ORD-50734","CUST-1577","2024-04-14","Pending","30573.73"
"ORD-50735","CUST-1678","2024-06-26","Processing","43400.43"
"ORD-50736","CUST-1397","2023-01-22","Shipped","4080.39"
"ORD-50737","CUST-1273","2025-01-24","Processing","29935.61"
"ORD-50738","CUST-1320","2024-02-18","Pending","38835.7"
"ORD-50739","CUST-1471","2024-03-04","Pending","49184.51"
"ORD-50740","CUST-1746","2026-02-10","Delivered","16150.12"
"ORD-50741","CUST-1662","2025-12-03","Pending","23393.63"
"ORD-50742","CUST-1187","2023-08-16","Pending","44543.89"
"ORD-50743","CUST-1078","2024-03-25","Processing","35477.61"
"ORD-50744","CUST-1541","2026-04-18","Shipped","36943.88"
"ORD-50745","CUST-1673","2024-12-19","Pending","24629.44"
"ORD-50746","CUST-1692","2025-01-04","Delivered","45340.39"
"ORD-50747","CUST-1482","2025-11-23","Cancelled","53075.43"
"ORD-50748","CUST-1387","2026-02-11","Pending","28840.5"
"ORD-50749","CUST-1436","2025-04-04","Shipped","42894.74"
"ORD-50750","CUST-1109","2025-11-12","Shipped","3566.69"
"ORD-50751","CUST-1067","2026-02-26","Delivered","13500.91"
"ORD-50752","CUST-1012","2024-05-19","Pending","26998.47"
"ORD-50753","CUST-1430","2023-01-09","Pending","12325.9"
"ORD-50754","CUST-1624","2025-07-17","Pending","36902.06"
"ORD-50755","CUST-1664","2026-02-08","Cancelled","18546.67"
"ORD-50756","CUST-1505","2026-02-16","Cancelled","3862.5"
"ORD-50757","CUST-1580","2024-02-26","Pending","47761.38"
"ORD-50758","CUST-1454","2025-03-04","Cancelled","36751.92"
"ORD-50759","CUST-1276","2024-05-26","Processing","73140.5"
"ORD-50760","CUST-1738","2023-09-29","Processing","8615.52"
"ORD-50761","CUST-1177","2024-09-23","Cancelled","17071.77"
"ORD-50762","CUST-1146","2024-04-19","Shipped","16132.95"
"ORD-50763","CUST-1564","2025-05-21","Pending","25766.93"
"ORD-50764","CUST-1048","2026-01-24","Pending","31443.49"
"ORD-50765","CUST-1233","2023-03-02","Pending","23420.91"
"ORD-50766","CUST-1213","2023-06-15","Cancelled","33091.79"
"ORD-50767","CUST-1476","2024-04-30","Cancelled","40325.47"
"ORD-50768","CUST-1121","2025-09-12","Cancelled","32907.56"
"ORD-50769","CUST-1467","2023-06-21","Shipped","28884.18"
"ORD-50770","CUST-1800","2025-07-25","Processing","42761.56"
"ORD-50771","CUST-1392","2025-11-03","Processing","39107.34"
"ORD-50772","CUST-1467","2025-12-18","Shipped","26117.01"
"ORD-50773","CUST-1079","2025-08-02","Delivered","44406.68"
"ORD-50774","CUST-1222","2025-10-25","Cancelled","20922.21"
"ORD-50775","CUST-1015","2024-09-11","Processing","10389.6"
"ORD-50776","CUST-1034","2024-04-14","Delivered","23907.61"
"ORD-50777","CUST-1598","2024-07-30","Pending","6925.71"
"ORD-50778","CUST-1001","2024-05-15","Cancelled","34314.77"
"ORD-50779","CUST-1378","2024-07-14","Delivered","27599.89"
"ORD-50780","CUST-1522","2024-09-08","Delivered","39295.31"
"ORD-50781","CUST-1799","2025-02-22","Shipped","37416.21"
"ORD-50782","CUST-1692","2023-04-14","Delivered","24577.71"
"ORD-50783","CUST-1670","2024-02-03","Processing","24328.97"
"ORD-50784","CUST-1636","2023-07-12","Processing","38368.5"
"ORD-50785","CUST-1600","2024-01-16","Delivered","9265.29"
"ORD-50786","CUST-1028","2024-04-10","Shipped","23954.66"
"ORD-50787","CUST-1031","2024-08-27","Shipped","11817.26"
"ORD-50788","CUST-1215","2025-03-03","Cancelled","2575"
"ORD-50789","CUST-1092","2026-02-12","Processing","11190.52"
"ORD-50790","CUST-1033","2023-12-23","Processing","53021.91"
"ORD-50791","CUST-1799","2024-04-10","Cancelled","22799.22"
"ORD-50792","CUST-1063","2023-08-16","Delivered","41090.44"
"ORD-50793","CUST-1260","2026-05-10","Cancelled","38650.59"
"ORD-50794","CUST-1113","2024-02-18","Processing","14520.32"
"ORD-50795","CUST-1398","2026-02-20","Processing","11873.99"
"ORD-50796","CUST-1777","2025-02-28","Shipped","16024.64"
"ORD-50797","CUST-1218","2023-08-21","Delivered","26613.11"
"ORD-50798","CUST-1544","2024-01-01","Cancelled","30142.81"
"ORD-50799","CUST-1558","2024-04-29","Processing","20777.13"
"ORD-50800","CUST-1367","2025-08-25","Cancelled","32831.63"
"ORD-50801","CUST-1125","2023-01-06","Cancelled","6091"
"ORD-50802","CUST-1455","2025-10-29","Cancelled","6457.89"
"ORD-50803","CUST-1019","2025-03-14","Processing","43664.91"
"ORD-50804","CUST-1638","2026-02-21","Cancelled","24350.14"
"ORD-50805","CUST-1299","2025-06-01","Processing","32191.1"
"ORD-50806","CUST-1520","2026-04-06","Processing","48919.83"
"ORD-50807","CUST-1001","2025-04-21","Delivered","20202.61"
"ORD-50808","CUST-1520","2024-06-23","Pending","36323.99"
"ORD-50809","CUST-1152","2026-05-13","Delivered","45503.66"
"ORD-50810","CUST-1669","2023-10-11","Pending","9391.52"
"ORD-50811","CUST-1783","2024-02-03","Cancelled","27035.76"
"ORD-50812","CUST-1297","2025-04-24","Pending","12325.9"
"ORD-50813","CUST-1774","2025-01-12","Cancelled","53471.4"
"ORD-50814","CUST-1682","2023-04-23","Delivered","6519.3"
"ORD-50815","CUST-1751","2024-12-14","Shipped","13651.44"
"ORD-50816","CUST-1616","2023-04-25","Pending","31834.16"
"ORD-50817","CUST-1549","2024-06-05","Pending","10883.23"
"ORD-50818","CUST-1172","2025-06-02","Delivered","9509.88"
"ORD-50819","CUST-1054","2023-05-17","Delivered","19256.12"
"ORD-50820","CUST-1191","2024-05-23","Processing","17649.79"
"ORD-50821","CUST-1160","2024-03-17","Processing","4080.39"
"ORD-50822","CUST-1106","2026-02-11","Delivered","23772.31"
"ORD-50823","CUST-1127","2023-03-16","Cancelled","6233.34"
"ORD-50824","CUST-1641","2025-03-02","Cancelled","20256.26"
"ORD-50825","CUST-1206","2023-06-08","Processing","25236.82"
"ORD-50826","CUST-1329","2024-04-20","Cancelled","5514.13"
"ORD-50827","CUST-1327","2023-03-20","Shipped","5031.93"
"ORD-50828","CUST-1491","2025-07-03","Processing","5194.8"
"ORD-50829","CUST-1732","2025-03-13","Cancelled","23984.99"
"ORD-50830","CUST-1130","2024-02-12","Shipped","6209.41"
"ORD-50831","CUST-1737","2024-08-21","Shipped","15329.6"
"ORD-50832","CUST-1281","2023-06-21","Pending","25510.59"
"ORD-50833","CUST-1661","2026-03-19","Pending","18023.84"
"ORD-50834","CUST-1174","2023-05-07","Cancelled","5042.25"
"ORD-50835","CUST-1168","2023-04-26","Processing","22662.93"
"ORD-50836","CUST-1338","2024-05-28","Delivered","3361.5"
"ORD-50837","CUST-1073","2025-12-11","Delivered","66612.2"
"ORD-50838","CUST-1660","2025-06-13","Delivered","40227.39"
"ORD-50839","CUST-1666","2024-05-02","Shipped","46561.66"
"ORD-50840","CUST-1720","2025-01-29","Pending","24883.04"
"ORD-50841","CUST-1400","2024-04-05","Cancelled","4080.39"
"ORD-50842","CUST-1318","2024-02-26","Shipped","22835.86"
"ORD-50843","CUST-1780","2024-03-14","Delivered","5514.13"
"ORD-50844","CUST-1321","2023-08-08","Delivered","9821.22"
"ORD-50845","CUST-1039","2025-06-29","Cancelled","17725.89"
"ORD-50846","CUST-1127","2023-12-31","Pending","5908.63"
"ORD-50847","CUST-1620","2024-02-21","Pending","20910.56"
"ORD-50848","CUST-1308","2024-06-10","Processing","40408.46"
"ORD-50849","CUST-1429","2024-12-27","Processing","10389.6"
"ORD-50850","CUST-1488","2024-04-30","Cancelled","6457.89"
